"","subject","sentence","sentence_id","animacy","number","definiteness","tense","aspect","sentence.length","modal","be.have","response"
"280","pigeon","A pigeon lives ontop of the tree",674,"animate","singular","indefinite","present","simple",5,"no","no","non.generic"
"281","rabbit","Rabbits hop very fast",686,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"282","kangaroo","Kangaroos kick very hard",690,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"283","squirrel","The squirrels collect nuts before winter.",696,"animate","plural","definite","present","simple",4,"no","no","generic"
"284","bear","A bear hibernates in the winter.",700,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"285","elephant","The elephants look clearner than I thought.",702,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"286","fence","Fences help seperate properties in neighborhoods.",706,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"287","penguin","Penguins can't fly.",709,"animate","plural","indefinite","present","simple",2,"yes","no","generic"
"288","toilet","Toilets are needed in houses.",710,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"289","owl","The owl can scare away birds",712,"animate","singular","definite","present","simple",4,"yes","no","generic"
"290","zipper","A zipper can close a sweater together",713,"inanimate","singular","indefinite","present","simple",5,"yes","no","generic"
"291","turtle","The turtles were stuck on land.",715,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"292","cheetah","The cheetah ran faster than the rabbit.",723,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"293","pigeon","Pigeons used to carry messages.",724,"animate","plural","indefinite","past","simple",4,"no","no","generic"
"294","gorilla","The gorillas wanted more bananas.",726,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"295","dolphin","The dolphins always travel together.",735,"animate","plural","definite","present","simple",3,"no","no","generic"
"296","bear","Bears live in the forest. ",738,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"297","panda","The pandas ate bamboo all day.",743,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"298","knife","The knives needed to be sharpened.",747,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"299","fox","The fox eluded the hunters.",751,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"300","kite","Kites only fly on windy days.",754,"inanimate","plural","indefinite","present","simple",5,"no","no","non.generic"
"301","pig","The pigs roll in the mud.",761,"animate","plural","definite","present","simple",4,"no","no","non.generic"
"302","rabbit","A rabbit hops along.",762,"animate","singular","indefinite","present","simple",2,"no","no","non.generic"
"303","television","The television is turned on loudly.",764,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"304","cow","The cow lives on a farm.",765,"animate","singular","definite","present","simple",4,"no","no","non.generic"
"305","owl","Owls come put at night",767,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"306","lamp","Lamps can be turned on.",770,"inanimate","plural","indefinite","present","simple",4,"yes","no","generic"
"307","skunk","The skunk stinks very much.",772,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"308","towel","A towel is used after a shower.",773,"inanimate","singular","indefinite","present","simple",5,"no","no","generic"
"309","football","The football is thrown by the boy.",775,"inanimate","singular","definite","present","simple",5,"no","no","non.generic"
"310","cheetah","The cheetahs run fast.",777,"animate","plural","definite","present","simple",2,"no","no","non.generic"
"311","piano","The piano is played daily.",779,"inanimate","singular","definite","present","simple",3,"no","no","non.generic"
"312","turtle","The turtle swims in the ocean.",780,"animate","singular","definite","present","simple",4,"no","no","non.generic"
"313","clock","A clock runs all day.",781,"inanimate","singular","indefinite","present","simple",3,"no","no","non.generic"
"314","kangaroo","The kangaroos jump from side to side.",783,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"315","penguin","Penguins choose one mate.",786,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"316","fox","The fox runs quickly.",788,"animate","singular","definite","present","simple",2,"no","no","generic"
"317","toilet","The toilets were cleaned daily.",789,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"318","light bulb","Light bulbs are used in lamps.",790,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"319","kite","The kite flies high in the sky.",792,"inanimate","singular","definite","present","simple",5,"no","no","non.generic"
"320","couch","Couches are made to sit on.",794,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"321","elephant","The elephant sprays himself.",796,"animate","singular","definite","present","simple",2,"no","no","non.generic"
"322","car","A car drives on a freeway.",797,"inanimate","singular","indefinite","present","simple",4,"no","no","generic"
"323","marble","The marbles roll around on the table.",799,"inanimate","plural","definite","present","simple",5,"no","no","non.generic"
"324","lion","The lions roar loudly.",801,"animate","plural","definite","present","simple",2,"no","no","generic"
"325","fence","The fences are built well.",802,"inanimate","plural","definite","present","simple",3,"no","no","non.generic"
"326","squirrel","A squirrel can run fast.",803,"animate","singular","indefinite","present","simple",3,"yes","no","generic"
"327","shark","A shark can be deadly.",808,"animate","singular","indefinite","present","simple",3,"yes","no","generic"
"328","fence","Fences separate lawns.",811,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"329","piano","A piano can produce good sounds.",812,"inanimate","singular","indefinite","present","simple",4,"yes","no","generic"
"330","camel","Camels carry water in their humps.",815,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"331","car","Cars can go fast.",819,"inanimate","plural","indefinite","present","simple",3,"yes","no","generic"
"332","pig","Pigs often live in mud.",823,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"333","zipper","The zipper joins two pieces of material.",826,"inanimate","singular","definite","present","simple",5,"no","no","generic"
"334","football","Footballs fill the air.",828,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"335","toilet","Toilets come in handy.",832,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"336","trumpet","Trumpets were sounded.",835,"inanimate","plural","indefinite","past","simple",2,"no","no","non.generic"
"337","lamp","The lamp provides light.",839,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"338","clock","The clock tells time.",840,"inanimate","singular","definite","present","simple",2,"no","no","generic"
"339","pigeon","A pigeon flew into the porch.",842,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"340","boat","The boat floats on the water.",843,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"341","light bulb","Light bulbs provide light.",844,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"342","guitar","The guitars sounded good.",845,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"343","bear","A bear sat perched above the waterfall.",859,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"344","rabbit","The rabbit hopped through the vegetable garden.",863,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"345","lion","The lion roared at the zoo keeper.",866,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"346","shirt","The shirts needed to be dry-cleaned soon.",867,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"347","fence","The fence was broken and needed mending.",868,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"348","knife","A knife needs to be sharpened regularly.",872,"inanimate","singular","indefinite","present","simple",5,"no","no","generic"
"349","pigeon","The pigeons were perched above the awning.",880,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"350","television","Televisions are used to entertain people.",884,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"351","panda","A panda ate bamboo for breakfast.",885,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"352","cheetah","Cheetahs can outrun their prey.",888,"animate","plural","indefinite","present","simple",4,"yes","no","generic"
"353","piano","Pianos require regular tuning.",902,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"354","television","A television is attached above the fireplace.",903,"inanimate","singular","indefinite","present","simple",5,"no","no","non.generic"
"355","boat","A boat is seen on the horizon.",904,"inanimate","singular","indefinite","present","simple",5,"no","no","non.generic"
"356","butterfly","The butterfly begins as a caterpillar.",905,"animate","singular","definite","present","simple",4,"no","no","generic"
"357","dolphin","Dolphins travel in packs.",909,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"358","elephant","The elephants gathered by the watering hole.",911,"animate","plural","definite","past","simple",5,"no","no","non.generic"
