animacy,feedback,sentence,WorkerId,number,tense.aspect.modal,sentence.length,aspect,tense.modal,be.have,subject,rt,response.factor,definiteness,type,tense.aspect,sentence_id,question_number,tense,X,response,language,SubmitTime,modal
inanimate,"""""",The football was oblong. ,YVIX0ZSG5THTB78XENA1YUFUNP8ITS,singular,past.simple,2,simple,past,yes,football,3255,Non-generic,definite,target,past.simple,99,23,past,NA,2,"""English""",Tue May 19 09:47:07 PDT 2015,no
inanimate,"""""",The zippers were unzipped. ,LU98H78LRTUYQ1Y7DH7TMM35C3EJ6I,plural,past.simple,2,simple,past,yes,zipper,2527,Non-generic,definite,target,past.simple,101,23,past,NA,2,"""English""",Tue May 19 09:57:18 PDT 2015,no
animate,,The rabbit hopped along the trail. ,MZN5Y5GYZ80NBKEIECJ3GT9VVFIXIF,singular,past.simple,4,simple,past,no,rabbit,2030,Non-generic,definite,target,past.simple,102,40,past,NA,2,,Tue May 19 09:58:50 PDT 2015,no
inanimate,"""""",The shirts were washed. ,Z4HNRSC6D5WYYP8DV5TENJ8BT8PK4Q,plural,past.simple,2,simple,past,no,shirt,2506,Non-generic,definite,target,past.simple,103,11,past,NA,2,"""English""",Tue May 19 09:47:59 PDT 2015,no
animate,"""""",The cheetahs had spots. ,VXW2P1CPVMHLP9HDZI4U51W1OI09AC,plural,past.simple,2,simple,past,yes,cheetah,3189,Non-generic,definite,target,past.simple,104,10,past,NA,2,"""English""",Tue May 19 09:45:18 PDT 2015,no
animate,"""""",A cow eats grass. ,E9DBQRTHNAPGA9O6U15ILQV6GJA9BM,singular,present.simple,2,simple,present,no,cow,12711,Generic,indefinite,target,present.simple,105,49,present,NA,1,"""English""",Tue May 19 09:46:50 PDT 2015,no
inanimate,"""""",The towel was wet. ,UA260RAI2517JEU68MOF8UURSEZDAM,singular,past.simple,2,simple,past,yes,towel,2367,Non-generic,definite,target,past.simple,106,16,past,NA,2,"""english""",Tue May 19 09:49:36 PDT 2015,no
animate,"""""",Gorillas are aggressive. ,2E74AX7FOKG7WBPOY57U5XNNMNI8WT,plural,present.simple,2,simple,present,yes,gorilla,2512,Generic,indefinite,target,present.simple,107,34,present,NA,1,"""English""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",A fence marks territory. ,UV9Q65SE318YNF8WY2R09NUJGKK1L9,singular,present.simple,2,simple,present,no,fence,6071,Non-generic,indefinite,target,present.simple,108,6,present,NA,2,"""english""",Tue May 19 09:50:53 PDT 2015,no
inanimate,"""""",Pianos are hard to learn. ,Q7FM2POCDUQZW89MHDQCICT2SSSNZ6,plural,present.simple,4,simple,present,yes,piano,7690,Generic,indefinite,target,present.simple,109,39,present,NA,1,"""English""",Tue May 19 09:48:09 PDT 2015,no
animate,"""Thank you""",The dogs were barking. ,2432SUCCY6NMGYYEQE5GV7GWNOJ14S,plural,past.progressive,2,progressive,past,no,dog,2742,Non-generic,definite,target,past.progressive,110,32,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",Skunks stink. ,LPPFIM2B2JSNRBSARYR36BQ05D2WD2,plural,present.simple,1,simple,present,no,skunk,2554,Generic,indefinite,target,present.simple,111,32,present,NA,1,"""English""",Tue May 19 09:48:23 PDT 2015,no
animate,"""""",The lion roared. ,0ZH2HG35JPGTD5OHJIQ1W3FQUDFOFG,singular,past.simple,1,simple,past,no,lion,1686,Generic,definite,target,past.simple,112,36,past,NA,1,"""english""",Tue May 19 09:48:08 PDT 2015,no
animate,"""""",A dolphin is friendly. ,RLDM6X6709KU7MDZH1M2WULPUC7B9B,singular,present.simple,2,simple,present,yes,dolphin,3284,Generic,indefinite,target,present.simple,113,35,present,NA,1,"""English""",Tue May 19 09:47:10 PDT 2015,no
inanimate,"""""",A television is useless. ,7B22VXWAT07PWUMZ3OWE3OFVW5QSLO,singular,present.simple,2,simple,present,yes,television,3128,Generic,indefinite,target,present.simple,114,28,present,NA,1,"""English""",Tue May 19 09:45:23 PDT 2015,no
inanimate,"""""",The guitars were tuned. ,Q9OHN29Z48CNDGGOYM23GJ4I2NEO6B,plural,past.simple,2,simple,past,no,guitar,6165,Non-generic,definite,target,past.simple,115,9,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
inanimate,"""""",The guitars were tuned. ,IGWDVKF4BE3NDGMYHSLV9HUN9L78I9,plural,past.simple,2,simple,past,no,guitar,2970,Non-generic,definite,target,past.simple,115,11,past,NA,2,"""English""",Tue May 19 10:05:48 PDT 2015,no
animate,"""""",Pigeons are annoying. ,55EVOBON4DXWKP143JT8CRYUA3X172,plural,present.simple,2,simple,present,yes,pigeon,4414,Generic,indefinite,target,present.simple,116,49,present,NA,1,"""ENGLISH""",Tue May 19 09:47:04 PDT 2015,no
animate,"""""",A turtle hid in its shell.,583HPCO25AYY425K99URFE7VF5ZXQL,singular,past.simple,4,simple,past,no,turtle,5440,Non-generic,indefinite,target,past.simple,117,23,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
animate,"""""",The squirrel ate nuts. ,9PQ6PKP6FRZHTK24QG7396NAVLFX9O,singular,past.simple,2,simple,past,no,squirrel,7253,Non-generic,definite,target,past.simple,118,8,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
animate,"""""",The camels were thirsty. ,OLC9K4FOPXZJYHH7T1GCPTIAOBNN5V,plural,past.simple,2,simple,past,yes,camel,1792,Non-generic,definite,target,past.simple,119,49,past,NA,2,"""english""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",Toilets are flushed. ,FXGTU6HXVLNH3P24TYCX0MCJRWQUNI,plural,present.simple,2,simple,present,no,toilet,3358,Generic,indefinite,target,present.simple,120,43,present,NA,1,"""English""",Tue May 19 09:49:41 PDT 2015,no
inanimate,"""""",A clock tells time. ,LLMCMPCEUUKGC1TLLFAG5NCU971O86,singular,present.simple,2,simple,present,no,clock,3453,Generic,indefinite,target,present.simple,121,30,present,NA,1,"""English""",Wed May 20 10:25:09 PDT 2015,no
inanimate,"""""",The chair was soft. ,0904D7N1KCXLNV2HG3AXZF2TADDM5H,singular,past.simple,2,simple,past,yes,chair,2558,Non-generic,definite,target,past.simple,122,52,past,NA,2,"""English""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",The marble was round. ,CRU4ZLZIY8JKYGY0PYNKE4ZW92F80T,singular,past.simple,2,simple,past,yes,marble,3128,Non-generic,definite,target,past.simple,123,7,past,NA,2,"""english""",Tue May 19 10:24:36 PDT 2015,no
inanimate,"""""",Swords are weapons.,H2SM17HGVTYQX2HYVM0E2ZEH2WZTCX,plural,past.simple,2,simple,past,yes,sword,6547,Generic,indefinite,example,past.simple,123,4,past,NA,1,"""english""",Tue May 19 10:24:36 PDT 2015,no
inanimate,"""""",The marble was round. ,KV24TFLELSW7XD74KS01S6ZASL5YUU,singular,past.simple,2,simple,past,yes,marble,1967,Non-generic,definite,target,past.simple,123,19,past,NA,2,"""english""",Tue May 19 09:46:43 PDT 2015,no
inanimate,"""""",Light bulbs are bright. ,4PF8S2XEM71W9Q4L2IWQD7PWM2V781,plural,present.simple,2,simple,present,yes,light bulb,3093,Generic,indefinite,target,present.simple,124,42,present,NA,1,"""english""",Tue May 19 09:47:14 PDT 2015,no
animate,"""Thanks!""",The kangaroo jumped. ,IUO08Q1PW9ZDVJDXII7DCZTNAJPM3K,singular,past.simple,1,simple,past,no,kangaroo,3365,Non-generic,definite,target,past.simple,125,9,past,NA,2,"""English""",Tue May 19 09:43:51 PDT 2015,no
animate,"""Thank you""",An elephant has a big nose. ,EMW9NC2DOEJVELGVPWSOZUN9DPAEAE,singular,present.simple,4,simple,present,yes,elephant,3040,Generic,indefinite,target,present.simple,126,50,present,NA,1,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""""",Couches are comfortable. ,T6KXDEWOQZ3B3RDDTHDF11CWAQW5J6,plural,present.simple,2,simple,present,yes,couch,1860,Generic,indefinite,target,present.simple,127,10,present,NA,1,"""English""",Tue May 19 09:50:50 PDT 2015,no
animate,"""""",The penguins were extinct. ,5GH46DLLJ4VBJVRL1LAEW5ZRE5ALJ2,plural,past.simple,2,simple,past,yes,penguin,4208,Generic,definite,target,past.simple,128,37,past,NA,1,"""english""",Tue May 19 09:43:49 PDT 2015,no
inanimate,"""""",The knife was sharp. ,GGJM6N2ME0PEIJCWI9RZ0T1JHHHHXH,singular,past.simple,2,simple,past,yes,knife,4311,Non-generic,definite,target,past.simple,129,20,past,NA,2,"""english""",Tue May 19 09:53:45 PDT 2015,no
animate,"""""",Pandas are black and white. ,PZXML6FAG25JY02LM20ERPRLDQ93BC,plural,present.simple,4,simple,present,yes,panda,1850,Generic,indefinite,target,present.simple,130,25,present,NA,1,"""English""",Tue May 19 09:45:57 PDT 2015,no
animate,"""It was different and fun.""",A peacock is colorful. ,A63LCOQFIYFY5KX4RBRSN4PJS1AXK5,singular,present.simple,2,simple,present,yes,peacock,5167,Generic,indefinite,target,present.simple,131,9,present,NA,1,"""English""",Tue May 19 09:45:07 PDT 2015,no
animate,"""Thank you!""",The butterflies flew around. ,61BE6LBFA76H5RV9PUJVF08B24UZXX,plural,past.simple,2,simple,past,no,butterfly,1917,Non-generic,definite,target,past.simple,132,29,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
animate,"""""",The pig was sloppy. ,FV05RRO382JN0QMI0JNFGBKKEPX9QZ,singular,past.simple,2,simple,past,yes,pig,4424,Non-generic,definite,target,past.simple,133,50,past,NA,2,"""ENGLISH""",Tue May 19 09:47:04 PDT 2015,no
animate,"""""",Sharks are aggressive. ,89R71ADXVVYVH33E3TRFEFFACKRX4I,plural,present.simple,2,simple,present,yes,shark,1577,Generic,indefinite,target,present.simple,134,44,present,NA,1,"""English""",Tue May 19 09:45:01 PDT 2015,no
inanimate,"""""",A kite flies high. ,B73DS77Y8FVWTM0JCQCH0KA3VSCECU,singular,present.simple,2,simple,present,no,kite,1889,Non-generic,indefinite,target,present.simple,135,35,present,NA,2,"""English""",Wed May 20 13:19:16 PDT 2015,no
inanimate,"""""",Trumpets sound loud. ,F4FI4022FHQT7FTNZ2F418HE3ITE9E,plural,present.simple,2,simple,present,no,trumpet,2650,Generic,indefinite,target,present.simple,136,37,present,NA,1,"""English""",Wed May 20 10:25:09 PDT 2015,no
animate,"""thank you""",The bear was hungry. ,Y2MVYJAHJ7T3WESGID8HEIZ0ET0AU9,singular,past.simple,2,simple,past,yes,bear,3483,Non-generic,definite,target,past.simple,137,22,past,NA,2,"""english""",Tue May 19 09:47:56 PDT 2015,no
inanimate,"""thanks""",A bicycle is good exercise. ,PPWO53QU64EQS2NXY5YFBTSVFBJD1E,singular,present.simple,3,simple,present,yes,bicycle,5738,Generic,indefinite,target,present.simple,138,37,present,NA,1,"""english""",Tue May 19 09:44:51 PDT 2015,no
inanimate,"""""",The cars were fast. ,6JCPB7DAY8NCE75UA010BXNJ1YI1TQ,plural,past.simple,2,simple,past,yes,car,2248,Non-generic,definite,target,past.simple,139,7,past,NA,2,"""English""",Tue May 19 09:55:53 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,M8R3M3CXK2QA8MXLLMIUDBJ5LSCRUS,plural,past.simple,3,simple,past,yes,bus,4020,Non-generic,definite,example,past.simple,139,4,past,NA,2,"""English""",Tue May 19 09:55:53 PDT 2015,no
inanimate,"""""",A tire went flat.,OGHQJM13QRBAD4XBIMHDGI6J4G68RM,singular,past.simple,2,simple,past,no,tire,2088,Non-generic,indefinite,target,past.simple,140,42,past,NA,2,"""English""",Tue May 19 09:48:26 PDT 2015,no
inanimate,"""""",The boats were sailing. ,L5FGKZOXNM1E4J34RDATZWWY25YKSS,plural,past.simple,2,simple,past,no,boat,8104,Non-generic,definite,target,past.simple,141,28,past,NA,2,"""English""",Tue May 19 09:49:15 PDT 2015,no
inanimate,"""""",The lamp was on. ,DMEO2QQBCKZL9SN5Q0Q21NTAI076JE,singular,past.simple,2,simple,past,yes,lamp,1924,Non-generic,definite,target,past.simple,142,44,past,NA,2,"""English""",Tue May 19 10:00:55 PDT 2015,no
animate,"""""",The owls hooted at night. ,KB1GJRYG6NOGIF2IXU9IGRKKFPK9XD,plural,past.simple,3,simple,past,no,owl,3034,Generic,definite,target,past.simple,143,35,past,NA,1,"""English""",Tue May 19 09:45:01 PDT 2015,no
animate,"""""",A kangaroo jumped across the road.,MVZTR1WDF8MDDRUCR5LMH4BXRL2H2N,singular,past.simple,4,simple,past,no,kangaroo,2342,Non-generic,indefinite,target,past.simple,144,47,past,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
inanimate,"""I liked the fox question.""",The bed was made for the guest.,R72YAA9V2IBN6VDB3XIV5HFTENECE7,singular,past.simple,5,simple,past,no,bed,2054,Non-generic,definite,target,past.simple,145,32,past,NA,2,"""English""",Tue May 19 09:49:38 PDT 2015,no
animate,"""""",Squirrels gathered nuts for the winter.,Q0EFLWJLRI0HZN9DOXZURXRX10K9F1,plural,past.simple,5,simple,past,no,squirrel,3281,Generic,indefinite,target,past.simple,146,14,past,NA,1,"""english""",Tue May 19 09:47:37 PDT 2015,no
inanimate,"""""",The shirts were dry now that they had been hung.,YITK4X222BR7QB540FLL1LVERMMLLE,plural,past.simple,8,simple,past,yes,shirt,2975,Non-generic,definite,target,past.simple,147,6,past,NA,2,"""english""",Tue May 19 09:47:37 PDT 2015,no
animate,"""""",Pigeons were walking along the sidewalk.,9L76FOHGGXYMBJXJ1J7URE6CCFXNVF,plural,past.progressive,5,progressive,past,no,pigeon,3722,Non-generic,indefinite,target,past.progressive,148,22,past,NA,2,"""English""",Tue May 19 09:48:31 PDT 2015,no
inanimate,"""""",The television was turned onto the local news.,F70ZFDCWGXDD3E36QRHSA8WWY80I4N,singular,past.simple,6,simple,past,no,television,4662,Non-generic,definite,target,past.simple,149,38,past,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
animate,"""""",The dogs barked at the mailman.,SMRS7WL9FZ85VG4JKHGK4TSHTO5BZR,plural,past.simple,4,simple,past,no,dog,5797,Non-generic,definite,target,past.simple,150,44,past,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
animate,"""""",The gorilla scratched himself.,XAOHGVH6KGPFK2O8W5UJBVL35B54UG,singular,past.simple,2,simple,past,no,gorilla,1993,Non-generic,definite,target,past.simple,151,39,past,NA,2,"""English""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""thanks""",The fences kept out the squirrels.,V0RBNGQ5PV9V6WVFXLQKFEZ6TPRQG5,plural,past.simple,4,simple,past,no,fence,3314,Non-generic,definite,target,past.simple,152,45,past,NA,2,"""english""",Tue May 19 09:44:51 PDT 2015,no
inanimate,"""""",A clock was striking midnight.,O46GHPKCFNIAPWM1B4JBYX23DZA8IN,singular,past.simple,3,simple,past,no,clock,2582,Non-generic,indefinite,target,past.simple,153,44,past,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
animate,"""""",An elephant trampled the ground.,JX1PA8NDXQ1MDCK3M33A9WIAPIS0JF,singular,past.simple,3,simple,past,no,elephant,2253,Non-generic,indefinite,target,past.simple,154,37,past,NA,2,"""English""",Tue May 19 09:46:41 PDT 2015,no
inanimate,"""""",Boats were anchored in the harbor.,Q3R3Y0UOIAP9K8WSCIG52SF3LZ0WZC,plural,past.simple,5,simple,past,no,boat,2680,Non-generic,indefinite,target,past.simple,155,33,past,NA,2,"""English""",Wed May 20 10:27:52 PDT 2015,no
animate,"""""",The dolphin jumped into the air.,7V2ZIGTI3SCP9GTSHDXZLRPE4Q3FPL,singular,past.simple,4,simple,past,no,dolphin,2199,Non-generic,definite,target,past.simple,156,9,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
inanimate,"""""",Lamps were turned on at the sound of shouting.,VPZQRS1ST3CH33R1WNDW4V5L0L2EQW,plural,past.simple,8,simple,past,no,lamp,11381,Non-generic,indefinite,target,past.simple,157,35,past,NA,2,"""english""",Tue May 19 09:56:34 PDT 2015,no
inanimate,"""""",A light bulb was fried and needed replacing.,QKT2DDTR8XCXHDBWB0SUAOPCSOUIY4,singular,past.simple,5,simple,past,no,light bulb,2648,Non-generic,indefinite,target,past.simple,158,43,past,NA,2,"""english""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",The car was stopped by the police officer.,RCOOWHO1OIN4XK5OUI3WUO4SIJU2SP,singular,past.simple,6,simple,past,no,car,7886,Non-generic,definite,target,past.simple,159,34,past,NA,2,"""English""",Wed May 20 10:28:33 PDT 2015,no
inanimate,"""""",The car was stopped by the police officer.,HXPWA9LWYTW3HVOZKNA1NLU1D1D0HJ,singular,past.simple,6,simple,past,no,car,1593,Non-generic,definite,target,past.simple,159,19,past,NA,2,"""English""",Wed May 20 10:30:26 PDT 2015,no
inanimate,"""""",The trumpets blared to announce the king.,88NE89VNAOSHMRII5GUVB6SLU75T82,plural,past.simple,5,simple,past,no,trumpet,3590,Non-generic,definite,target,past.simple,160,16,past,NA,2,"""English""",Tue May 19 09:48:04 PDT 2015,no
animate,"""""",The butterfly flew over the hill.,LXUD079IK4OUPAOOSREIKM545CI4K4,singular,past.simple,4,simple,past,no,butterfly,2972,Non-generic,definite,target,past.simple,161,9,past,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
animate,"""""",The peacocks flashed their feathers to attract a mate.,0VY1GHZUIP7BAX1VR30GG55Z2J5RVR,plural,past.simple,7,simple,past,no,peacock,3308,Non-generic,definite,target,past.simple,162,20,past,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""""",A knife was in the cupboard.,FCI3K078V3TONV0VKSII38GRQS5L54,singular,past.simple,4,simple,past,yes,knife,5137,Non-generic,indefinite,target,past.simple,163,46,past,NA,2,"""english""",Tue May 19 09:46:40 PDT 2015,no
inanimate,"""""",The footballs were spiked into the ground.,YPI3WU0B5JSK5STDP6SLPMXL1LOJCQ,plural,past.simple,5,simple,past,no,football,4186,Non-generic,definite,target,past.simple,164,8,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
inanimate,"""""",A computer was turned on and downloading software.,Z0ZM688WM8RFKINKO84I79TAVF1VFF,singular,past.simple,6,simple,past,no,computer,2263,Non-generic,indefinite,target,past.simple,165,9,past,NA,2,"""english""",Wed May 20 10:45:22 PDT 2015,no
animate,"""""",A pig oinked in joy at the offering of apples.,XM430HDSBYYA780PHZSIOVU3EAZQ44,singular,past.simple,8,simple,past,no,pig,10798,Non-generic,indefinite,target,past.simple,166,21,past,NA,2,"""English""",Tue May 19 09:45:43 PDT 2015,no
inanimate,"""Many sentences were not grammatically correct and thus impossible to answer the question correctly""",The chair creaked with age.,TPDJH66FWSRD4CE30UVN2EES3WTTEP,singular,past.simple,3,simple,past,no,chair,4692,Non-generic,definite,target,past.simple,167,14,past,NA,2,"""english""",Wed May 20 10:29:00 PDT 2015,no
animate,"""""",Cheetahs raced across the plains.,6UR4SDK4UM87E59K2RRGRX15MYR4K3,plural,past.simple,4,simple,past,no,cheetah,5919,Non-generic,indefinite,target,past.simple,168,19,past,NA,2,"""english""",Tue May 19 09:43:57 PDT 2015,no
animate,"""""",The pandas were sitting together.,NOO058LD5ZUVXS9N3PRLVZIN0HGA1Y,plural,past.progressive,3,progressive,past,no,panda,1975,Non-generic,definite,target,past.progressive,169,44,past,NA,2,"""English""",Tue May 19 09:47:59 PDT 2015,no
inanimate,"""I liked the fox question.""","Toilets were flushing in the restaurant, audible from a distance.",HFCOEU4UU3X33L2LXO11LNC7STECG3,plural,past.progressive,9,progressive,past,no,toilet,4156,Non-generic,indefinite,target,past.progressive,170,24,past,NA,2,"""English""",Tue May 19 09:49:38 PDT 2015,no
inanimate,"""""",The guitars were mounted on the wall.,4Q04PUO9OOMPXUL7XOADGE64R7XID2,plural,past.simple,5,simple,past,no,guitar,3896,Non-generic,definite,target,past.simple,171,7,past,NA,2,"""english""",Tue May 19 09:50:41 PDT 2015,no
inanimate,"""""",Swords are weapons.,FEL3UPQY3FWI1USA8LXJRE75FB9UVB,plural,past.simple,2,simple,past,no,sword,5871,Generic,indefinite,example,past.simple,171,4,past,NA,1,"""english""",Tue May 19 09:50:41 PDT 2015,no
inanimate,"""""",A piano was being played in a lounge.,MLH1LPEMHVMXMDSBUJYZL5ZFENS62V,singular,past.progressive,6,progressive,past,no,piano,2902,Non-generic,indefinite,target,past.progressive,172,49,past,NA,2,"""English""",Tue May 19 09:48:31 PDT 2015,no
inanimate,"""""",Towels were laid on the ground at the beach.,RAKG50FH2GDK6WPQ09CTBTYWIAQDPF,plural,past.simple,8,simple,past,no,towel,4327,Non-generic,indefinite,target,past.simple,173,11,past,NA,2,"""English""",Tue May 19 09:47:12 PDT 2015,no
